0.46,hsa-miR-660-5p,hsa-miR-22-3p,"[0.05496794322760527, 0.2187192287405404]"
0.42,hsa-miR-660-5p,hsa-miR-152,"[0.31728628015223215, -0.25583013793344417]"
0.4,hsa-miR-660-5p,hsa-miR-103a-3p,"[0.0, 0.0]"
0.4,hsa-miR-660-5p,hsa-let-7g-5p,"[0.0, 0.0]"
0.39,hsa-miR-660-5p,hsa-let-7d-3p,"[0.0, 0.0]"
0.38,hsa-miR-423-3p,hsa-miR-140-5p,"[-0.04478147724711035, 0.0]"
0.38,hsa-miR-423-3p,hsa-miR-32-5p,"[-0.04478147724711035, 0.0]"
0.38,hsa-miR-423-3p,hsa-let-7a-5p,"[-0.04478147724711035, 0.0]"
0.38,hsa-miR-423-3p,hsa-miR-424-5p,"[-0.04478147724711035, 0.0]"
0.38,hsa-miR-660-5p,hsa-miR-101-3p,"[0.0, 0.0]"
0.38,hsa-miR-660-5p,hsa-miR-30c-5p,"[0.0, 0.0]"
0.38,hsa-miR-660-5p,hsa-let-7i-5p,"[0.0, 0.0]"
0.38,hsa-miR-660-5p,hsa-miR-425-5p,"[0.0, 0.0]"
0.38,hsa-miR-660-5p,hsa-miR-423-5p,"[0.0, 0.0]"
0.37,hsa-miR-423-3p,hsa-miR-199a-3p,"[-0.04478147724711035, 0.0]"
0.37,hsa-miR-423-3p,hsa-miR-144-5p,"[-0.04484756095924862, 0.0]"
0.37,hsa-miR-660-5p,hsa-miR-20a-5p,"[0.0, 0.0]"
0.37,hsa-miR-660-5p,hsa-miR-197-3p,"[0.10974753107223192, -0.11520197382887407]"
0.36,hsa-miR-423-3p,hsa-miR-151a-5p,"[-0.044848032112245244, 0.0]"
0.36,hsa-miR-423-3p,hsa-miR-125a-5p,"[-0.04478147724711035, 0.0]"
0.36,hsa-miR-660-5p,hsa-miR-192-5p,"[0.11235259103635446, -0.13074722042874715]"
0.36,hsa-miR-660-5p,hsa-miR-320b,"[0.0, -0.11239672915506532]"
0.36,hsa-miR-660-5p,hsa-miR-29a-3p,"[0.0, 0.0]"
0.36,hsa-miR-660-5p,hsa-miR-107,"[0.0, 0.0]"
0.36,hsa-miR-660-5p,hsa-miR-130b-3p,"[0.05598080449446249, -0.03518834867453679]"
0.36,hsa-miR-660-5p,hsa-miR-151a-5p,"[0.0, -0.026469734781428302]"
0.36,hsa-miR-660-5p,hsa-miR-32-5p,"[0.0, -0.024916393147165303]"
0.36,hsa-miR-660-5p,hsa-miR-29b-3p,"[0.0, -0.005725144627947476]"
0.35,hsa-miR-423-3p,hsa-miR-29b-3p,"[-0.044850051969406564, 0.0]"
0.35,hsa-miR-423-3p,hsa-miR-181a-5p,"[-0.04478147724711035, 0.0]"
0.35,hsa-miR-660-5p,hsa-miR-502-3p,"[0.22252380316063702, -0.1138308827780862]"
0.35,hsa-miR-660-5p,hsa-let-7f-5p,"[0.14885339776220338, -0.08149649884433695]"
0.35,hsa-miR-660-5p,hsa-miR-30d-5p,"[0.0, -0.006077749341269961]"
0.35,hsa-miR-660-5p,hsa-miR-106b-5p,"[0.0, 0.0]"
0.35,hsa-miR-660-5p,hsa-miR-210,"[0.0, -0.003939667103590772]"
0.35,hsa-miR-660-5p,hsa-miR-378a-3p,"[0.0, 0.0]"
0.35,hsa-miR-660-5p,hsa-miR-223-5p,"[0.0, -0.014543482654461523]"
0.34,hsa-miR-660-5p,hsa-let-7b-3p,"[0.0, -0.0037148417132260624]"
0.34,hsa-miR-660-5p,hsa-miR-23a-3p,"[0.0, 0.0]"
0.34,hsa-miR-660-5p,hsa-miR-126-3p,"[0.0, 0.0]"
0.34,hsa-miR-660-5p,hsa-miR-374a-5p,"[0.0, -0.003905654699771365]"
0.34,hsa-miR-660-5p,hsa-miR-125a-5p,"[0.0, -0.009517340650337942]"
0.33,hsa-miR-660-5p,hsa-miR-425-3p,"[0.009697843300214472, -0.019735810730654998]"
0.33,hsa-miR-660-5p,hsa-miR-652-3p,"[0.0, -0.025194609603946528]"
0.33,hsa-miR-660-5p,hsa-miR-885-5p,"[0.0, -0.006237148359620261]"
0.33,hsa-miR-660-5p,hsa-miR-199a-3p,"[0.0, -0.021462421489281205]"
0.32,hsa-miR-660-5p,hsa-miR-532-3p,"[0.0, -0.007618885342800711]"
0.32,hsa-miR-660-5p,hsa-miR-15b-5p,"[0.017139930952795573, -0.048018924680369716]"
0.32,hsa-miR-660-5p,hsa-miR-140-5p,"[0.0, -0.011240262165932177]"
0.31,hsa-miR-660-5p,hsa-let-7d-5p,"[0.0, -0.021065137238789892]"
