0.55,hsa-miR-93-5p,hsa-miR-22-3p,"[-0.17719707991893677, 0.0957901091375748]"
0.55,hsa-miR-92a-3p,hsa-miR-30e-5p,"[0.39239469178545244, 0.5958676591017841]"
0.49,hsa-miR-93-5p,hsa-miR-20a-5p,"[-0.27132793083737655, 0.0]"
0.49,hsa-miR-93-5p,hsa-miR-126-3p,"[-0.27132793083737655, 0.0]"
0.49,hsa-miR-93-5p,hsa-miR-106b-5p,"[-0.27132793083737655, 0.0]"
0.49,hsa-miR-93-5p,hsa-miR-29a-3p,"[-0.27132793083737655, 0.0]"
0.46,hsa-miR-93-5p,hsa-miR-23a-3p,"[-0.27132793083737655, 0.0]"
0.46,hsa-miR-93-5p,hsa-miR-425-5p,"[-0.27132793083737655, 0.0001557014417483663]"
0.46,hsa-miR-93-5p,hsa-let-7a-5p,"[-0.27132793083737655, 0.0]"
0.46,hsa-miR-92a-3p,hsa-miR-122-5p,"[0.12260774148509195, -0.26962271323917714]"
0.45,hsa-miR-93-5p,hsa-miR-197-3p,"[-0.2505849219403196, -0.01034315599896844]"
0.45,hsa-miR-93-5p,hsa-miR-103a-3p,"[-0.3234039608086348, -0.06269460023595802]"
0.44,hsa-miR-93-5p,hsa-let-7i-5p,"[-0.28902003503428975, 0.008521252354250523]"
0.44,hsa-miR-93-5p,hsa-miR-320b,"[-0.2496933751290126, -0.0405338143699605]"
0.44,hsa-miR-93-5p,hsa-let-7g-5p,"[-0.31104731989686374, 0.033159291358067125]"
0.44,hsa-miR-93-5p,hsa-let-7d-3p,"[-0.27132793083737655, 0.0]"
0.44,hsa-miR-93-5p,hsa-miR-107,"[-0.27132793083737655, 0.0]"
0.44,hsa-miR-93-5p,hsa-miR-378a-3p,"[-0.27132793083737655, 0.0]"
0.44,hsa-miR-93-5p,hsa-miR-144-5p,"[-0.2712611069728099, 0.0]"
0.43,hsa-miR-93-5p,hsa-miR-423-5p,"[-0.27132793083737655, 0.0]"
0.43,hsa-miR-93-5p,hsa-miR-30d-5p,"[-0.29374687486454015, 0.005243714274785602]"
0.43,hsa-miR-93-5p,hsa-miR-15b-5p,"[-0.2683626283111311, 0.0]"
0.43,hsa-miR-93-5p,hsa-miR-652-3p,"[-0.27132793083737655, 0.0]"
0.43,hsa-miR-93-5p,hsa-miR-151a-5p,"[-0.27132793083737655, 0.0]"
0.42,hsa-miR-93-5p,hsa-let-7b-3p,"[-0.2875326713869712, 0.004357125232700299]"
0.42,hsa-miR-93-5p,hsa-miR-885-5p,"[-0.28404553769951785, 0.002886472833818335]"
0.41,hsa-miR-93-5p,hsa-miR-425-3p,"[-0.2683626283111311, 0.0]"
0.41,hsa-miR-93-5p,hsa-let-7f-5p,"[-0.2683626283111311, 0.0]"
0.41,hsa-miR-93-5p,hsa-miR-374a-5p,"[-0.31136956273606636, 0.009028822153769019]"
0.41,hsa-miR-93-5p,hsa-miR-32-5p,"[-0.2712426311620605, 0.0]"
0.41,hsa-miR-93-5p,hsa-miR-29b-3p,"[-0.27131767843875254, 0.0]"
0.41,hsa-miR-93-5p,hsa-miR-181a-5p,"[-0.27132793083737655, 0.0]"
0.4,hsa-miR-93-5p,hsa-miR-532-3p,"[-0.2721631269149611, 0.0003737939061108017]"
0.4,hsa-miR-93-5p,hsa-miR-210,"[-0.2985241508957186, 0.006423001276355192]"
0.4,hsa-miR-93-5p,hsa-miR-125a-5p,"[-0.2713028117985762, 0.0]"
0.39,hsa-miR-93-5p,hsa-miR-130b-3p,"[-0.27116658625723083, 0.0]"
0.39,hsa-miR-93-5p,hsa-miR-223-5p,"[-0.2712141462068255, 0.0]"
0.39,hsa-miR-93-5p,hsa-miR-140-5p,"[-0.2683626283111311, 0.0]"
0.39,hsa-miR-93-5p,hsa-miR-424-5p,"[-0.2712703426843852, 0.0]"
0.39,hsa-miR-92a-3p,hsa-miR-19a-3p,"[0.03235063927116884, 0.0806851341421325]"
0.39,hsa-miR-92a-3p,hsa-miR-99b-5p,"[0.05338801051603241, 0.0]"
0.38,hsa-miR-93-5p,hsa-miR-502-3p,"[-0.2683626283111311, 0.0]"
0.38,hsa-miR-93-5p,hsa-miR-199a-3p,"[-0.27132793083737655, 0.0]"
0.38,hsa-miR-92a-3p,hsa-miR-186-5p,"[0.05351265052368323, 0.0]"
0.38,hsa-miR-92a-3p,hsa-miR-338-3p,"[0.05351265052368323, 0.0]"
0.38,hsa-miR-92a-3p,hsa-miR-21-5p,"[0.05351265052368323, 0.0]"
0.37,hsa-miR-92a-3p,hsa-miR-25-3p,"[0.09354225718393065, 0.10723403959572674]"
0.37,hsa-miR-92a-3p,hsa-miR-223-3p,"[0.1349434836855725, -0.05622232124289652]"
0.36,hsa-miR-92a-3p,hsa-miR-146a-5p,"[0.05351265052368323, 0.0]"
0.34,hsa-miR-92a-3p,hsa-miR-374b-5p,"[0.13206340807791656, 0.05455145658080286]"
