0.69,hsa-miR-27b-3p,hsa-miR-29c-3p,"[0.0, 0.6712816284661792]"
0.5,hsa-miR-27b-3p,hsa-miR-26b-5p,"[-0.16086447344497876, -0.1504276846030403]"
0.47,hsa-miR-27b-3p,hsa-miR-148a-3p,"[-0.17334067607509107, -0.359168666193603]"
0.44,hsa-miR-27b-3p,hsa-miR-22-3p,"[-0.14195271374812715, 0.15821158445440717]"
0.43,hsa-miR-27b-3p,hsa-miR-199a-5p,"[-0.09122122186181635, -0.07956746347190144]"
0.41,hsa-miR-27b-3p,hsa-miR-122-5p,"[-0.07692136751111324, -0.15082934650582]"
0.4,hsa-miR-27b-3p,hsa-miR-93-5p,"[-0.12261579928793048, -0.26424732007442864]"
0.38,hsa-miR-27b-3p,hsa-miR-152,"[-0.13894086793627097, -0.06353086820944877]"
0.38,hsa-miR-27b-3p,hsa-miR-320b,"[-0.4012557285574325, -0.18710578684872484]"
0.37,hsa-miR-27b-3p,hsa-miR-92a-3p,"[-0.09817563597946817, 0.0508898163733621]"
0.37,hsa-miR-27b-3p,hsa-miR-19a-3p,"[-0.13315892362569157, 0.138230578829393]"
0.37,hsa-miR-27b-3p,hsa-miR-21-5p,"[-0.1711371279161266, 0.024042702817900982]"
0.37,hsa-miR-27b-3p,hsa-miR-144-3p,"[-0.2655753614186243, -0.09495184774086213]"
0.36,hsa-miR-27b-3p,hsa-miR-99a-5p,"[-0.16981674368926397, -0.03362171820787647]"
0.36,hsa-miR-27b-3p,hsa-miR-338-3p,"[-0.15463071888645444, -0.03159399673301635]"
0.36,hsa-miR-27b-3p,hsa-miR-30a-5p,"[-0.17935365181632132, -0.03217541745895891]"
0.36,hsa-miR-27b-3p,hsa-miR-423-3p,"[-0.14151693715436217, -0.042679756316389275]"
0.36,hsa-miR-27b-3p,hsa-miR-502-3p,"[-0.17323008369482343, -0.023658821898102013]"
0.36,hsa-miR-27b-3p,hsa-miR-423-5p,"[-0.1778709234401944, 0.0]"
0.35,hsa-miR-27b-3p,hsa-miR-10b-5p,"[-0.1778709234401944, 0.004863555407029006]"
0.35,hsa-miR-27b-3p,hsa-miR-125b-5p,"[-0.1778709234401944, 0.0]"
0.35,hsa-miR-27b-3p,hsa-miR-30e-5p,"[-0.1804527540270603, 0.013590693153389259]"
0.35,hsa-miR-27b-3p,hsa-miR-192-5p,"[-0.14028785936154578, -0.05368232557877166]"
0.35,hsa-miR-27b-3p,hsa-miR-197-3p,"[-0.13465243259291082, -0.04718772179434708]"
0.35,hsa-miR-27b-3p,hsa-let-7g-5p,"[-0.1778709234401944, 0.0]"
0.35,hsa-miR-27b-3p,hsa-let-7f-5p,"[-0.1668292189865799, -0.022875629315302914]"
0.34,hsa-miR-27b-3p,hsa-miR-146a-5p,"[-0.1778709234401944, 0.0]"
0.34,hsa-miR-27b-3p,hsa-miR-142-5p,"[-0.1733284822516018, -0.007967677310712067]"
0.34,hsa-miR-27b-3p,hsa-miR-660-5p,"[-0.1778709234401944, 0.0]"
0.34,hsa-miR-27b-3p,hsa-miR-30c-5p,"[-0.1778709234401944, 0.0]"
0.34,hsa-miR-27b-3p,hsa-miR-20a-5p,"[-0.1778709234401944, 0.0]"
0.34,hsa-miR-27b-3p,hsa-let-7b-3p,"[-0.1788855450526428, -0.004064052721471824]"
0.34,hsa-miR-27b-3p,hsa-miR-103a-3p,"[-0.1778709234401944, 0.0]"
0.34,hsa-miR-27b-3p,hsa-miR-532-3p,"[-0.1778744329324182, -0.007619453422423238]"
0.33,hsa-miR-27b-3p,hsa-miR-186-5p,"[-0.1778709234401944, 0.0]"
0.33,hsa-miR-27b-3p,hsa-miR-25-3p,"[-0.1778709234401944, 0.0]"
0.33,hsa-miR-27b-3p,hsa-miR-99b-5p,"[-0.1573356609632581, -0.031543580858551405]"
0.33,hsa-miR-27b-3p,hsa-miR-139-5p,"[-0.156236775282725, -0.029722969324665904]"
0.33,hsa-miR-27b-3p,hsa-let-7d-5p,"[-0.16470096467554118, -0.019033056028628884]"
0.33,hsa-miR-27b-3p,hsa-miR-23a-3p,"[-0.1778709234401944, 0.0]"
0.33,hsa-miR-27b-3p,hsa-miR-425-3p,"[-0.1778709234401944, -0.01562814389350683]"
0.33,hsa-miR-27b-3p,hsa-miR-425-5p,"[-0.1778709234401944, 0.0]"
0.32,hsa-miR-27b-3p,hsa-miR-342-3p,"[-0.1778709234401944, 0.0]"
0.32,hsa-miR-27b-3p,hsa-miR-215,"[-0.1778709234401944, 0.0]"
0.32,hsa-miR-27b-3p,hsa-miR-101-3p,"[-0.1778709234401944, 0.0]"
0.31,hsa-miR-27b-3p,hsa-miR-223-3p,"[-0.17782824471376504, 0.0036674314033003567]"
0.31,hsa-miR-27b-3p,hsa-miR-375,"[-0.1778709234401944, 0.0]"
0.3,hsa-miR-27b-3p,hsa-miR-374b-5p,"[-0.1778709234401944, -0.0038105775479373226]"
0.3,hsa-miR-27b-3p,hsa-miR-497-5p,"[-0.1778709234401944, 0.0]"
0.29,hsa-miR-27b-3p,hsa-let-7i-5p,"[-0.1778709234401944, 0.0]"
