sepal width,53
petal width,53
petal length,52
1.28104391981,48
4.72822583579,46
3.24706598845,46
sepal length,44
2.00406025952,36
4.76984218175,34
4.55298345407,26
0.531337104554,25
1.53017177521,23
0.87796461328,23
1.07248124502,22
4.19344280165,21
3.26445965025,21
2.05772266543,21
4.08785691275,20
2.22798418513,19
4.12202767425,18
3.90219529534,18
1.22270748115,15
3.39968404646,15
0.823977495928,15
1.35144039471,15
2.85895191141,15
1.56632591769,14
2.69701509452,14
0.920960268365,14
0.913013656313,13
0.269619658617,13
1.9129638227,12
0.950694827124,11
4.88542125247,11
3.95022889292,11
2.6222752482,10
1.74750501753,10
0.363121646553,9
3.60521847862,9
1.80131201589,8
0.517439004588,8
0.607450208059,8
0.942176095419,7
2.18564350276,7
1.68881250331,6
0.135304727569,6
1.3722149293,6
2.94380874276,4
2.27394006211,4
0.818886239698,2
3.81995208062,2
1.64321266496,1
2.43759561875,1
2.57174407178,1
