petal width,103
sepal width,102
petal length,102
2.51034659471,100
0.147153819814,95
3.94256616776,93
2.23688862069,91
1.37737678276,90
sepal length,83
3.38570509979,77
1.67180909661,71
2.40403107339,68
4.62148302044,68
2.05388448145,56
4.36237579782,55
3.50634568122,55
1.43796797023,54
2.92049634613,52
1.20541131833,51
3.13069888361,49
1.38772465091,49
0.368585978065,48
1.83556349596,48
2.2365643372,47
4.22758649445,46
1.60200451984,46
2.04097749682,45
2.17631330875,45
4.17974223988,44
4.23903923133,44
2.08946807637,43
0.849993267143,43
2.57820401322,43
2.5863361304,43
3.22640997925,42
0.316514751215,42
2.3123966986,41
3.64488906517,41
3.67328408922,41
4.54190182262,41
2.61440058711,38
1.84239493729,38
1.63606018458,37
4.11998777035,37
0.104693316091,37
1.59210911651,37
1.44403386455,37
4.91802646302,37
4.03393658284,36
1.80160412984,34
4.38748026111,34
4.54933276728,33
2.03161010086,33
1.05121909614,32
3.58034344956,32
4.79680552658,30
1.87363078462,30
0.105549263608,30
3.04649255683,29
2.80324862644,28
0.29633666242,26
4.20034802916,26
1.41884302617,26
3.65153725855,26
2.76957560821,26
3.43960039145,23
3.6544961092,23
0.760317403528,22
1.51508831231,22
0.994943463188,21
4.03052642348,21
3.04454375276,21
1.75537913881,20
4.89668313596,20
3.77188778007,20
2.49684286619,20
2.13166347476,19
0.261613907467,19
3.16729010345,19
3.07102099189,18
3.89825757211,17
0.178950565529,16
3.62914383689,15
2.64397396478,14
3.97948627026,14
0.639299600167,14
1.03859157913,14
4.36780754438,14
1.90952429578,13
2.28526741795,11
4.26330098402,11
0.85454726764,11
4.46238841198,10
1.45492097754,10
4.09372202128,10
1.73726042387,9
4.50624078932,9
4.84149729636,9
1.10183513217,8
3.41415498615,7
1.78875510396,6
3.28358780634,5
0.793672726321,4
